Factorisations Of Cunningham Numbers C-(3,n) = 3^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
 774    30  2^3.7.13.19.37.431.757.1549.4129.27091.113779.2714419.219461509.1651439941.2199072289.2877580297.2839573593\
            7.308842594561.1456674304231.7822354593043.18456700293426547.380808546861411923.82064241848634269407.269123\
            363760531549673.13099258990708662902487571.912851565662857110894244969.259083844716060785209900488208419970\
            99.19883793469378176373136546038842994063371691807806092869125056219155739754744344670610513
 775    16  2.11^2.311.683.8951.37201.102673.391151.4404047.3586225081.1078579799806668629607014283525941686969924751.1\
            0739917689782934291348634826555020368414408001.842892156255345168709485040276035193507093677153879833802901.
            1091255417346207898767880358382904862756906016413314252999633936384614087001.507817814173908032879991469817\
            80367820620697829473426494035467447309825833710931328128366228073248101
 776    22  2^5.5.41.389.3881.76631.459991849.1371903593.503803759819.2549755542947.15893923613753.82246428662353.35570\
            12689748017.20591603926857377806745611.48845962828028421155731228333.12093613215483100917704856822694708520\
            86753.77449343291186907889503299808279247610860106861.65393134904519186061108389259760392347783668410893528\
            866921176241181616964211491279373694915182399165153029772428018601799422009
 777    17  2.13.1093.2591.18131.368089.13097927.18702169.119779213.17189128703.186786949189.2052507579193.252765283955\
            53.6962353413269964253.2571962138124987934147419817293123173577059740948079871281409261069982357.1623338971\
            65894374219502084711820738217342060415953888997823188755421387607705331738999130859381.75730523945084850993\
            08614766859094071479914824878850026795177490428051991943063777696651027484833
 778    10  2^3.51349.9272983.19404514058063.104819064111378773911.1557301674804804850391222424251579800078210728172109\
            9399054521.128330704377212624059194447491268500635992634791147423773768630845942897919747870927152424600581\
            84837063283.10243499563885613011320082258195978521954358312716439211122824547646943673566323479562388194692\
            1491084852701735168763520869249212291558946041457528996651790317
 779   10+  2.83.1559.1597.363889.2526913.86950696619.88558709567.130573980779749846379.1245311790953302214173163894714\
            97871524166530683659683350203731293281033288929498283340411403747322058002791038014893933283395087588963567\
            07921617891259054226293013294615283313009658612603286719818521450850754510812124013949154298553820563306181\
            13070387517013542254753832185138404738133862010671850781457999723
 780    48  2^4.5^2.7.11^2.13^2.31.53.61.73.79.131.157.271.313.1181.2341.2887.4561.6553.7333.10141.29641.325729.398581.
            797161.3701101.39838501.47763361.419437201.4795973261.54975287251.3785998525531.56919999055921.826695469376\
            41.110133112994711.271722723752757889.105919308797935444986721.459876893330807555241601.2560347904898140291\
            8767053418641.85515537811724373585467087637721.104542451469611729792043170216041.98139929939748977208994554\
            331725481
 781    10  2.23.3851.17183.119231275967.20036085663335413410633417825853.3754733257489862401973357979128773.5501671635\
            134375421799107392412853.7780641680178781705992580957454350040047182204553.36641846689958193790242992790642\
            82198278395046518034994539738050997483589895291115273902246160145508229572751691806547670280194260657928862\
            441433156627670291387356610832449194962956526285777860773638923377
 782    20  2^3.47.103.307.1021.1871.17987.34511.94214579.1001523179.23535794707.2837442021361921.113631062467402754874\
            1.1720132331768569247939.72643760507536226775553.947813454284697545292967550627029.911184764288845829298764\
            189996262739860779.1179289399035480933640599634622085520446889905525159238507181185894749190157483136969690\
            908535074520229397275330899340422672653641674216143015430414364723810195774372801
 783    16  2.13.59.109.433.757.8209.28537.74821.20381027.32234893.404917489.150224123975857.13803920255188681105165637\
            9000595379114410970054365084709582198180836351736189201.169858473171317642672943936256834602694767357352777\
            51666822243599687323885567204561593.42819004162039642804320587274834436011873675442813057690953448024035305\
            9228050398378686659670785350137837413865304038737841840003693243275870750153
 784    37  2^6.5.17.29.41.113.193.197.491.547.1093.4019.8233.16493.16661.19489.51157.131713.430697.647753.4013297.2513\
            25313.857643277.127522693159.146474084177.426712077457.34013149495921.342875768396449.36214795668330833.380\
            24402058726039746714999982993724241.418055555418935587626051091603744048562522536622075430660388662769.9192\
            14995751357386064095026752845992141188700542926400267999573272940514190820414884930884923173956965009
 785    11  2.11^2.1571.9421.14864695631.3381925092493.9891109125337566719.42676366873743709945178446910641.12838107685\
            07270931382867729773882314783.35550273611239687304230046203466132335712582494284215978624398137159928107595\
            55968804931989446457263453997885182290171414707311310946315698470945803244754486897688550028277384104409896\
            638546702688127463752623811419843577911075736727405344439752122459381
 786    17  2^3.7.13.263.787.7518277682653.108011509521661.105908420015767433134846003.114742271896804438572098194909.8\
            81304930739946561320646289889.56001277028049380949405830104332667.3005757082879233509546979146603885473.208\
            3574227432941258356498327796750385623056105089493677.605199588591144003100881306574406851660288427740394885\
            828171.3741247222374828182208251478581570961627187161736862769142116077118157
 787     6  2.15507049.7536057013.73107419816149.4249706276986205037627340907159.42993595206181918075765976820417601137\
            45064380887940517065373104429540897916625216681393296984768525516396314406929123163533077002397209776547308\
            16932198720497679346582544219707826257763039889121852384676962842170513230231438275265050007379675405465283\
            85030582227049791891181258700421869154953227197213852725039579
 788    18  2^4.5.4729.9851.8714655511.24742960162351.741019334164502879.11472574961994477441469621.3769069516955960233\
            89047257.26749272245691870856668118709.49676157359100536013871955394289.34686347429027819716017922623236565\
            41.229602870983390658750727278114059547829.58733573000937067164211172290216978734891718609.5851946636442327\
            5628795296268174120410481966794232642214312057346966493078384715185447407041
 789    13  2.13.22093.53653.78901.2750510656513.65397307474141.130616349214127317.153572905037740933.35243674932403857\
            9121.3688200234744568182050401066389522755138234431221709.8115913834580170867350260027977865943897902623000\
            32332414054489579398193937894052773397078884223596253.30356169508983909307365842218212752404673042672355902\
            13766560853014998112729536599936415359995528764934778216891580694239514973
 790    23  2^3.11^2.61.5531.66361.432853009.1512896611.327220181191.392038110671.224710401159091.145171177264407947.90\
            551349182041304581.567239060331150635317.231040361073709413931057501.6434943291436769366927146921.157266442\
            97407162541884251721.5478828409328216056558228587181.68733921233280690592799804650571.248231196713222982912\
            57724930696857814714635721.126416262074711692539586463824963733483396340669904774935421
 791   12+  2.227.1093.1583.28477.30059.87011.2172539.48705094117.10944936884154421.52625645301206398079613112732135459\
            9535039.709185693583592227879724477159324914088767093328680311476692436009490215524413661558396920442555632\
